id,source,target
2921,"Wie ist sein anderer Name?""","Hoe heet hij nog meer?"""
2922,",,Er _hat_ keinen anderen Namen -- Könige haben nur 'nen Vornamen.""","""Hij heeft geen anderen naam. Koningen hebben alleen maar één voornaam."
2923,",,Nicht?""","""Zoo?"""
2924,",,Aber nein -- sag' ich dir!""","""Zeker, zoo is 't."""
2925,",,Na, wenn's so ist, Tom, meinetwegen. Aber ich möcht' nicht König sein und nur 'nen Vornamen haben wie 'n Nigger.","""Nu, als ze dat prettig vinden, laten ze hun gang gaan."
2926,"Aber, sag mal -- wo willst du zuerst graben?""","Ik zou geen koning willen zijn, om alleen maar één voornaam te hebben, evenals de nikkers.--Maar zeg, waar ga je eerst graven?"""
2927,",,Weiß noch nicht.","""Dat weet ik nog niet."
2928,"Denk' wir nehmen den abgestorbenen Baum auf dem Hügel hinter Stillhaus?""","Zullen wij eerst beginnen onder dien ouden dooden tak op den heuvel, aan de overzijde van Hill-House Branch?"""
2929,",,Mir recht.""","""Akkoord."""
2930,So trieben sie denn eine ausrangierte Hacke und eine Schaufel auf und machten sich auf den Weg von drei Meilen.,De knapen wisten een gebrekkige bijl en een schoffel machtig te worden en ondernamen de voetreis van anderhalf uur.
2931,"Sie kamen heiß und erschöpft an und warfen sich im Schatten einer benachbarten Ulme nieder, um auszuruhen und ein bißchen zu rauchen.",Zij kwamen bezweet en hijgend aan en legden zich onder de schaduw van een olmboom neder om uit te rusten en een pijp te rooken.
2932,",,So gefällts mir,"" meinte Tom.","""Het bevalt mij,"" zei Tom."
2933,",,Mein' ich auch.""","""Mij ook,"" antwoordde Huck."
2934,",,Sag', Huck -- wenn wir hier 'nen Schatz finden, was machst du mit deiner Hälfte?""","""Zeg eens, Huck, als wij hier den schat vinden, wat doe jij dan met jouw aandeel?"""
2935,",,Na, dann muß ich jeden Tag 'ne Pastete und 'n Glas Sodawasser haben, und dann geh' ich in jeden Zirkus, der herkommt.","""Ik? Ik koop elken dag een pastei en een glas sodawater en ik ga naar elk paardenspel dat hier in de buurt komt."
2936,"Soll 'ne famose Zeit werden!""","Ik verzeker je, dat ik het er van nemen zal."""
2937,",,Na, und du willst gar nichts sparen?""","""Zou je er niets van opsparen?"""
2938,",,Sparen?","""Opsparen?"
2939,"Wozu?""","Waarvoor zou dat dienen?"""
2940,",,Nu, damit du später mal was zu leben hast!""","""Om wat te hebben om later van te leven."""
2941,",,Ach, das ist ja Unsinn! Pap wird eines schönen Tags in dies liebliche Nest zurückkommen und seine Klauen drüber legen, wenn ich's noch nicht verbraucht hätt', und ich sag' dir, _er_ hätt's bald genug durchgebracht.","""O, dat hoeft niet, als ik dat deed, zou Pop op een goeden dag terugkomen en er zijne klauwen op zetten, om er spoedig een eind aan te maken."
2942,"Was willst du tun, Tom?""","--Wat doe jij met jouw part?"""
2943,",,Ich werd' mir 'ne neue Trommel kaufen und 'n richtiges Schwert und 'n rotes Halstuch, und 'ne junge Bulldogge -- und dann würd' ich heiraten.""","""Ik koop een nieuwe trom, een sabel, een roode das, een groote poppenkast--en ik ga trouwen."""
2944,",,Heiraten!!?""","""Trouwen?"""
2945,",,Na ja!""","""Ja zeker."""
2946,",,Tom, du -- na, wenn du nicht recht bei Verstand bist!""","""Tom, ben je mal, of wat scheelt je?"""
2947,",,Wart' nur -- wirst's ja sehn.""","""Wacht maar: je zult het zien gebeuren."""
2948,",,Na, das ist doch 's Dümmste, was du tun könntest.","""Hemel, dat is nu het gekste ding, dat je doen kunt."
2949,Sieh doch nur meinen Pap und seine Alte.,Denk maar eens aan Pop en mijne moeder; ze deden niets dan vechten.
2950,Teufel -- was die sich prügeln!,"Ik herinner mij dat als den dag van gisteren."""
2951,",,Das ist 'n anderes Ding.","""Dat doet er niet toe."
2952,"Das Mädchen, das ich heiraten will, prügelt sich nicht!""","Het meisje, waarmede ik ga trouwen, zal niet vechten."""
2953,",,Tom -- denk' doch, sie sind alle gleich!","""Tom, ik geloof dat zij allen hetzelfde zijn."
2954,Wollen einen alle striegeln.,Je kunt ze allen over één kam scheeren.
2955,Wirst nach 'ner Weile wohl vernünftiger drüber denken.,"Ik zou me, als ik jou was, nog eens bedenken eer ik dat deed."
2956,"Wie heißt denn 's Mädel?""","Ik zeg je, dat het je berouwen zal. Hoe heet die meid?"""
2957,",,'s ist überhaupt kein _Mädel_ -- 's ist 'n _Mädchen_!""","""'t Is geen meid;--'t is een meisje."""
2958,",,Denk' doch, 's ist alles eins; die einen sagen Mädel, die anderen Mädchen -- 's ist ganz gleich.","""Dat is hetzelfde; sommigen zeggen meid en anderen meisje. 't Is allebei goed."
2959,"Aber wie heißt sie denn, Tom?""","Hoe is haar naam?"""
2960,",,'n andermal, sag' ich's dir, Huck -- jetzt nicht.""","""Ik zal hem je later zeggen; nu nog niet."""
2961,",,Na -- 's auch recht.","""Ook al goed."
2962,"Aber wenn du heiratest, werd' ich noch einsamer sein.""","Alleen als je gaat trouwen, zal ik verlatener zijn dan ooit."""
2963,",,Unsinn, Huck, du kommst zu mir und wohnst hier. -- Na, genug davon, wollen wir anfangen, zu graben?""","""Neen, dat zul je niet, want je zult bij ons komen inwonen. Laat ons nu maar spoedig opstaan en aan het graven gaan."""
2964,Sie arbeiteten und schwitzten eine halbe Stunde hindurch.,"Zij werkten een half uur in het zweet hun aanschijns, doch zonder gevolg."
2965,Kein Resultat.,"Zij zwoegden nog een half uur, weder zonder baat."
2966,Noch kein Erfolg.,Toen zeide Huck:
2967,"Huck meinte: ,,Graben sie immer so tief?""","""Worden die schatten altijd zoo diep begraven als deze?"""
2968,",,Manchmal -- nicht immer.","""Somtijds, niet altijd."
2969,"Denk, wir haben nicht die rechte Stelle erwischt.""","Meestal niet. Ik geloof, dat wij op de verkeerde plaats zijn."""
2970,Sie wählten eine andere Stelle und begannen nochmals.,Zij kozen daarom een andere plek uit en begonnen weder.
2971,"Die Arbeit stockte diesmal ein bißchen, aber sie kamen doch vorwärts.","De arbeid ging wat langzamer, doch zij maakten toch vorderingen en hielden het zwijgend eenigen tijd vol."
2972,"Schließlich lehnte sich Huck auf seine Schaufel, wischte den Schweiß von seiner Stirn und sagte: ,,Wo woll'n wir graben, wenn wir hier fertig sind?""","Eindelijk ging Huck op zijne spade leunen, veegde zich met zijn mouw de parelen zweet van het voorhoofd en zeide:"
2973,",,Denk', wir woll'n den alten Baum über Cardiff Hill -- hinter dem Haus der Witwe nehmen.""","""Waar ga je graven, wanneer wij door dezen boom heen zijn?"""
2974,",,Glaub's auch, daß dort was ist.","""Dan konden wij den ouden boom bij Cardiff Hill, achter het huis van de weduwe wel eens opdelven."""
2975,"Aber, wenn's die Witwe uns fortnimmt, Tom? 's ist _ihr_ Land.""","""Dat zal wel een goede zijn."
2976,",,Sie wegnehmen!","Maar zal de weduwe ons den schat niet afnemen, Tom? 't is op haar land."""
2977,Soll sie's doch nur versuchen!,Laat zij 't eens probeeren.
2978,"Wenn einer so 'nen vergrabenen Schatz findet, gehört er ihm.","Al wie een verborgen schat vindt, mag hem houden."
2979,"Ich mach' keinen Unterschied, wem das Land grad' gehört.""","Het doet er niet toe op wiens land het is."""
2980,Das war beruhigend.,Huck was met dit argument tevreden.
2981,Die Arbeit wurde fortgesetzt.,De arbeid werd voortgezet.
2982,Dann sagte Huck wieder:,Eindelijk zeide Huck:
2983,",,Verdammt -- wir müssen wieder an 'nem falschen Platz sein.","""Verduiveld, wij zijn zeker weer op de verkeerde plaats."
2984,"Was meinst du?""","Wat denk jij ervan?"""
2985,",,'s ist wirklich sonderbar, Huck.","""Het is erg vreemd, Huck."
2986,Versteh's nicht.,Ik begrijp het niet.
2987,Manchmal stören's die Hexen.,Soms komen er wel eens heksen tusschenbeide.
2988,"Denk' 's wird _das_ sein, was uns hier stört.""","Ik denk, dat dit nu het geval is."""
2989,",,Unsinn, Hexen haben tags keine Macht!""","Heksen kunnen niets doen bij daglicht."""
2990,",,Na ja, 's ist wahr!","""Ja, dat is waar ook."
2991,Dachte nicht dran.,Daar dacht ik niet aan.
2992,"Halt -- jetzt weiß ich, wie's ist!","O, ik weet al wat het is."
2993,Was für verdammt große Schafsköpfe wir sind!,Wat zijn wij toch uilskuikens!
2994,"Man muß ja doch erst wissen, wohin der Schatten bei Mondschein fällt, und _da_ muß man dann graben!""","Wij moeten zien te ontdekken, op welken tak tegen middernacht de schaduw van de maan valt, en onder dien tak graven."""
2995,",,Na ja, dann glaub' ich's, daß wir all die Arbeit umsonst gemacht haben.","""Vervloekt! dus hebben wij monnikenwerk gedaan."
2996,"Jetzt hol's der Teufel alles, müssen halt zur Nachtzeit wiederkommen. 's ist 'n verteufelt weiter Weg.",Nu zullen wij van nacht terugkomen. 't Is een verduiveld lange weg.
2997,"Kannst du fortkommen?""","Kun jij de deur uitkomen?"""
2998,",,Werd's schon machen.","""Ik denk het wel."
2999,"Diese Nacht woll'n wir's also machen, denn wenn jemand diese Gruben da sieht, weiß er doch gleich, was da los ist und gräbt's selbst aus.""","Wij moeten het van nacht doen ook, want als iemand deze gaten ziet, zal hij het dadelijk begrijpen en zelf gaan zoeken."""
3000,",,'s ist gut, ich werd' nachts kommen und miauen.""","""Goed, dan zal ik van nacht weer komen miauwen."""
3001,",,Recht -- aber jetzt wollen wir noch das Werkzeug in den Büschen verstecken.""","""Best. Laat ons de spaden zoolang in het kreupelbosch verbergen."""
3002,"Nachts, zur verabredeten Stunde waren die Jungen wieder da. Wartend saßen sie im Schatten.",De knapen waren ter bestemder tijd op de afgesproken plaats en zaten in de schaduw van den boom te wachten.
3003,Es war ein einsamer Platz und eine durch lange Tradition unheimlich gewordene Stunde.,Het was een eenzaam oord en eene van oudsher plechtige ure.
3004,"Geister wisperten im raschelnden Laub. Geister spukten in allen Ecken, das klagende Heulen eines Hundes tönte aus einiger Entfernung herüber, eine Eule antwortete mit Grabesstimme.","Geesten fluisterden door de ruischende bladeren, spoken loerden in sombere hoeken, het holklinkend geblaf van een hond werd in de verte gehoord en door een uil met zijne grafstem beantwoord."
3005,Die Jungen fühlten sich von ihrer unheimlichen Umgebung bedrückt und sprachen nur mit leiser Stimme.,De knapen waren geheel onder den indruk dezer ernstige zaken en spraken bijna geen woord.
3006,"Schließlich nahmen sie an, es möchte zwölf Uhr sein; sie bezeichneten die Stelle, wohin der Schatten fiel und begannen zu graben.","Na een poosje meenden zij, dat het wel twaalf uren zou zijn; zij gaven nauwkeurig acht op de schaduwen en gingen aan het graven."
3007,"Ihre Hoffnung wuchs; das Interesse wurde lebhafter, und ihr Fleiß hielt gleichen Schritt.",De hoop begon in hun hart te herleven; hunne belangstelling werd grooter en hun vlijt hield daarmede gelijken tred.
3008,"Das Loch wurde tiefer und tiefer, aber so oft ihre Herzen zu klopfen begannen, wenn ein scharfer Ton von unten hervordrang, erfuhren sie eine neue Enttäuschung.","Het gat werd al dieper en dieper en telkens, wanneer de bijl op iets hards sloeg, sprong hun hart op van vreugde. Doch de eene teleurstelling volgde de andere."
3009,Jedesmal war's nur ein Stein oder Holzstrunk.,Het was nooit iets anders dan een steen of een paar stukken van beenderen.
3010,"Schließlich sagte Tom: ,,'s ist nicht richtig.",Eindelijk zeide Tom:
3011,"Huck, wir haben's wieder verfehlt!""","""Het zal niet baten Huck; wij zijn alweer aan den verkeerden boom."""
3012,"Wir haben doch den Schatten zu genau getroffen.""","""Maar wij kunnen niet verkeerd zijn: wij hebben precies de beschaduwde plek genomen."""
3013,",,Ja, ich weiß, aber vielleicht ist sonst was schuld.""","""Dat weet ik wel, maar er is iets anders."""
3014,",,Was denn?""","""Wat dan?"""
3015,",,Wir haben die Zeit bloß abgeschätzt.","""Dat wij naar den tijd geraden hebben."
3016,"Leicht genug war's später oder früher.""","Waarschijnlijk was het te laat of te vroeg."""
3017,"Huck ließ die Schaufel sinken. ,,Das ist's."" sagte er. ,,Das ist's, was uns gestört hat.","Huck liet zijn schop vallen. ""Daar zul je het hebben,"" zeide hij."
3018,Wir müssen's aufgeben.,"""Dat is het vervelende ervan."
3019,"Wir können doch nicht immer die rechte Zeit abpassen, und dann, das Ding hier ist zu unheimlich, hier diese Nachtzeit mit Geistern und Gespenstern, die um einen rumfliegen.","Wij kunnen nooit het juiste oogenblik bepalen, en buitendien, 't is hier al te griezelig om dezen tijd van den nacht, met ronddolende spoken en geesten."
3020,"Ich bild' mir immer ein, 's ist wer hinter mir, und hab' doch Angst, mich umzusehn, denn 's könnten auch welche vor mir sein und nur auf 'ne Gelegenheit warten.","Ik heb een gevoel, alsof er voortdurend iets achter mij staat, en ik durf mij nauwelijks omkeeren, omdat er anderen achter mij kunnen zijn, die hun kans afwachten."
3021,"So lang' ich hier bin, läuft's mir kalt über.""","Ik heb gebeefd als een riet, zoolang ik hier gestaan heb."""
3022,",,Na, mir ist's nicht viel besser gegangen, Huck.","""Ik ook, Huck."
3023,"Meistens haben sie 'nen toten Mann begraben, wo sie ihre Schätze hintun, der muß drauf achthaben.""","Zij leggen meestal een dooden man in den kuil, onder den boom waarin zij een schat geborgen hebben."""
3024,",,Herr Gott!""","""Hemelsche vader!"""
3025,",,Ja, 's ist so.","""Ja, dat doen zij."
3026,"Hab' immer so sagen gehört.""","Dat heb ik altijd gehoord."""
3027,",,Tom, möcht mir doch nicht viel zu schaffen machen, wo 'n Toter liegt.","""Tom, ik houd er niet van, om in de buurt van doode menschen te zwerven."
3028,"So 'n toter Schädel könnt' einem doch höllisch Angst machen.""","Je hebt er altijd min of meer last van."""
3029,",,Möcht' keinen aufstöbern, Huck.","""Ik ben er ook niet voor om ze aan den gang te maken, Huck."
3030,"Zu denken, daß hier plötzlich einer den Kopf rausstreckt und anfängt, zu sprechen.""","Verbeeld je eens, dat er zijn schedel opstak en begon te praten."""
3031,",,Still, Tom -- 's ist schrecklich!""","""Spreek er niet van, Tom; 't is te vreeselijk."""
3032,",,Na, das ist's gewiß, Huck.","""Gij hebt gelijk, Huck."
3033,"Würd' mich auch nicht gemütlich dabei fühlen!""","Ik voel mij niets op mijn gemak."""
3034,",,Du, Tom, komm, wollen's hier sein lassen, und 's wo anders versuchen.""","""Zeg eens Tom, zullen wij deze plaats opgeven en het ergens anders gaan beproeven?"" ""Goed."
3035,",,Ja, ich denk' auch, 's wird besser sein.""",Ik geloof ook dat het beter zal zijn.
3036,",,Wo denn?""","Waar moeten we nu heen?"""
3037,"Tom dachte eine Weile nach und sagte: ,,Das Beinhaus -- das ist's.""",Tom bedacht zich een oogenblik en zeide toen:
3038,",,Teufel!","""Naar het spookhuis."""
3039,"Beinhäuser lieb' ich gar nicht, Tom!","""Dank je; ik houd niet van spookhuizen, Tom."
3040,"Da sind Gespenster, und die sind noch schlimmer als Tote.",Daar zie je gezichten nog akeliger dan die van doode menschen.
3041,"Tote können vielleicht mal 'n bißchen schwatzen, aber sie fahren nicht herum und kommen nicht 'rangeschlichen, wenn man nicht dran denkt und gucken einem nicht plötzlich über die Schulter und knirschen nicht mit den Zähnen, wie Gespenster tun.","Lijken mogen praten, maar ze schuiven niet, als je er niet op verdacht bent, langs je heen in een lijkkleed, om over de schouders te kijken, en ze kunnen ook niet met hunne tanden knarsen, zooals een spook doet."
3042,"Ich könnt's nicht ertragen, Tom -- niemand könnt's.""","Ik zou het besterven, Tom--en iedereen met mij."""
3043,",,Ja; aber, Huck, Geister dürfen nur nachts herumhuschen -- bei Tage können sie uns nicht hindern, da zu graben.""","""Ja maar, Huck, spoken sluipen alleen 's nachts rond; zij zullen ons over dag het graven niet beletten."" ""Dat kan wel zijn."
3044,",,Ja, das ist wohl so. -- Aber du weißt wohl, daß überhaupt niemand gern in die Nähe vom Beinhaus geht -- weder bei Tag noch bei Nacht.""","Maar je weet net zoo goed als ik, dat de menschen bij dag zoo min als bij nacht in de buurt van het spookhuis komen."""
3045,",,Na, 's ist aber doch nur, weil sie nicht hingehen mögen, wo mal einer gemordet worden ist.","""Dat is omdat zij niet gaarne naar eene plaats gaan, waar een mensch vermoord is."
3046,"Aber 's hat doch nie jemand was Verdächtiges im Beinhaus gesehn -- nur 'n bißchen blaues Licht im Fenster -- keine Geister.""","Maar er is eigenlijk 's nachts nooit iets om dat huis gezien,--behalve een blauw licht bij het raam, doch geen echte spoken."""
3047,",,Na, ich sag' dir, Tom, wo du so 'n blaues Licht siehst, kannst du sicher sein, daß da 'n Geist dahinter steckt. 's ist doch mal so bekannt.","""Wel, daar waar blauwe lichten dwarrelen, kun je er op aan dat geesten zijn."
3048,"So 'n Licht, weißt du, braucht niemand als Gespenster.""","Dat is zoo zeker als iets, en iedereen weet, dat niemand dan geesten ze gebruiken."""
3049,",,'s ist wahr, Huck.","""Ja, dat is zoo."
3050,"Aber bei Tag' kommen sie doch nicht 'raus; da brauchen wir uns doch nicht zu fürchten?""","Maar zij komen nooit over dag; daarom behoeven wij niet bang te zijn."""
3051,",,Na, meinetwegen, wenn du meinst, woll'n wir 's Beinhaus vornehmen -- aber -- aber ich denk doch, 's ist gewagt.""","""Nu, goed dan; wij zullen bij het spookhuis gaan graven, als jij het wilt. Maar ik zeg je, dat je vrijwillig in gevaar loopt."""
3052,Inzwischen waren sie den Hügel hinuntergekommen.,Zij waren thans aan den voet van den heuvel.
3053,"Dort, mitten im Mondlicht, im Tal stand das Beinhaus vor ihnen, gänzlich einsam, die Umzäunung längst zerbrochen, die Tür umgeben von allerhand Schlinggewächsen, das Dach halb zerfallen, leere Fensterhöhlen und der Schornstein eingesunken.","Daar, midden in de door de maan verlichte vallei, stond het spookhuis, geheel verlaten, met een vermolmd houten hek en welig, tot aan den drempel groeiend onkruid en met een bouwvalligen schoorsteen, ledige raamkozijnen en gaten in het dak."
3054,"Die Jungen standen eine Weile still, halb in der Erwartung, ein blaues Licht in den Fenstern zu sehen; sie sprachen, wie Zeit und Umstände es verlangten, mit halber Stimme. Dann machten sie, daß sie fortkamen, umkreisten das unheimliche Gebäude in weitem Bogen und schlichen durch den Wald von Cardiff Hill nach Hause.","De knapen bleven een oogenblik staan kijken, half verwachtend een blauw licht bij het venster te zien bewegen. Zij spraken op fluisterenden toon, zooals bij den tijd en de omstandigheden paste, weken een eindweegs ter rechterzijde af, om de ligging van het spookhuis op te nemen, en begaven zich toen huiswaarts, door de bosschen die de achterzijde van Cardiff Hill versierden."
3055,Siebenundzwanzigstes Kapitel.,HOOFDSTUK XXVII.
3056,Gegen Mittag des nächsten Tages kamen die Jungen bei dem abgestorbenen Baum an; sie wollten ihr Werkzeug holen.,"Den volgenden dag, tegen twaalf uren, stonden de knapen bij den dooden boom om hun gereedschap te halen."
3057,"Tom hatte es sehr eilig, zum Beinhaus zu kommen.",Tom brandde van verlangen om naar het spookhuis te gaan.
3058,"Huck, etwas weniger hitzig, sagte plötzlich:",Huck was minder opgewonden en zeide:
3059,",,Wart mal, Tom, weißt du auch, was heut für 'n Tag ist?""","""Zeg eens, Tom: weet jij wat dag het is?"""
3060,Tom ließ die Tage der Woche Revue passieren und machte erschreckte Augen:,Tom doorliep in gedachten de dagen der week en hief toen verschrikt de oogen op.
3061,",,Donnerwetter, Huck, hab' noch gar nicht dran dacht!""","""Hemel, ik heb er in 't geheel niet aan gedacht, Huck."""
3062,",,Na, ich hab's bisher auch nicht getan, aber plötzlich fiel's mir eben ein, heut ist Freitag!"" ,,Verdammt!","""Ik ook niet, maar op eens schoot het mij te binnen, dat het wel Vrijdag kon zijn."""
3063,"Man kann doch nicht vorsichtig _genug_ sein, Huck.","""Bewaar me; een mensch kan niet te voorzichtig wezen."
3064,"Hätten in 'ne schöne Patsche geraten können, wenn wir so was an 'nem Freitag begonnen hätten!""","Wij konden er wel eens inloopen, door zoo iets op Vrijdag aan te vangen."" ""Konden!"
3065,",,Will ich meinen!",Zeg liever zouden.
3066,"Sag' lieber: _wären_ gekommen! 's gibt Glückstage, aber der Freitag ist gewiß keiner von ihnen!""","Er zijn misschien geluksdagen, maar Vrijdag is er geen."""
3067,",,Das weiß jeder Dummkopf.","""Dat weet elke gek."
3068,"Denk doch, du bist nicht der erste, der das rauskriegt.""","Ik geloof niet, dat jij de eerste bent, die dat uitgevonden hebt, Huck."""
3069,",,Na, das hab' ich ja doch auch nicht gesagt, oder?","""Nu, ik heb niet gezegd dat ik het was, heb ik wel?"
3070,Und der Freitag ist noch nicht alles.,"En het is niet alleen omdat het Vrijdag is; ik heb van nacht akelig gedroomd ook,--van ratten."""
3071,"Hab' 'nen verflucht bösen Traum gehabt, letzte Nacht -- hab' von Ratten geträumt.""","""'t Is toch niet waar?"
3072,",,Na, ist 'n schönes Zeichen, daß was passiert!",Een zeker teeken van naderend onheil!
3073,"Kämpften sie?""","Vochten zij?"""
3074,",,Nee.""","""Neen."""
3075,",,Na, dann ist's gut, Huck.","""Dat is tenminste nog een zegen, Huck."
3076,"Wenn sie nicht kämpfen, ist's nur ein Zeichen, daß was in der Luft liegt, weißt du.","Wanneer zij niet vechten, is het alléén maar een teeken dat er een onheil _kan_ komen."
3077,Wir brauchen also bloß gut aufzupassen und uns in acht zu nehmen.,We behoeven dus niets te doen dan scherp toe te kijken en ons niet in gevaar te begeven. Wij zullen het graven vandaag maar laten en liever gaan spelen.
3078,"Wollen wir also das für heute lassen und spielen. -- Kennst du Robin Hood, Huck?""","Ken je Robin Hood, Huck?"""
3079,",,Nee, wer ist Robin Hood?""","""Neen, Wie is Robin Hood?"""
3080,",,Na, das war einer von den größten Menschen, die je in England gelebt haben -- und einer der besten. 's war ein Räuber.""","""Wel, hij was een van de grootste mannen van Engeland en van de beste ook."
3081,",,Wetter, wünscht', ich wär' _auch_ einer. _Wen_ beraubte er denn?""","""Heerejé, ik wou dat ik hem was. En wat heeft hij gekaapt?"""
3082,",,Nur Sheriffs und Bischöfe und reiche Leute und Könige und solches Volk.","""Alleen maar bisschoppen en rijke lui en koningen en zulk volk."
3083,Arme beraubte er nie.,Maar hij plaagde de arme lui nooit.
3084,"Er teilte alles mit ihnen bis auf den letzten Penny.""","Hij had ze lief en deelde alles eerlijk met hen."""
3085,",,Muß ein verflucht guter Bursche gewesen sein.""","""Zoo, dan moet hij een beste kerel geweest zijn!"""
3086,",,Will ich meinen, Huck.","""Waarachtig was hij dat, Huck."
3087,"O, er war der edelste Mensch, der je gelebt hat.","Hij was de grootmoedigste man, die ooit heeft bestaan."
3088,"Solche Leute gibt's jetzt gar nicht mehr, sag' ich dir.","Je hebt tegenwoordig zulke lui niet meer, daar ben ik zeker van."
3089,"Und dann konnte er mit seinem Eibenbogen und seinem Pfeil ein Zehn-Centstück jederzeit treffen -- anderthalb Meilen davon.""","Hij kon, met zijne handen achter zijn rug gebonden, elken Engelschman afranselen, en met zijn boog van taxishout, op anderhalve mijl afstand, een stuivertje doorboren, zonder ooit te missen."""
3090,",,Was ist 'n Eibenbogen?""","""Wat is een boog van taxishout?"""
3091,",,Weiß nicht; 's ist halt irgend ein Bogen.","""Dat weet ik niet. 't Is een boog, dat is zeker."
3092,"Und wenn er das Stück nur am Rande traf, setzte er sich hin und weinte -- wahrhaftig.","En als hij het geldstuk een enkelen keer aan den kant raakte, dan raasde en tierde hij als een kind.--Kom laten wij Robin Hood spelen; 't is een prettig spel."
3093,"Werd's dir beibringen.""","Ik zal het je leeren."""
3094,",,Mir recht.""","Ze speelden den geheelen middag Robin Hood, terwijl zij nu en dan een verlangenden blik op het spookhuis wierpen en spraken over de plannen en vooruitzichten voor den volgenden dag."
3095,"Als die Sonne im Westen zu sinken begann, schlenderten sie heimwärts durch die langen Schatten der Bäume und waren bald im Walde von Cardiff Hill verschwunden.","Toen de zon in het westen onderging, wandelden zij langs de breede schaduwen der boomen naar huis en waren in de bosschen van Cardiff Hill spoedig uit het gezicht verdwenen."
3096,"Am Samstag, kurz nach Mittag, waren die Jungen abermals am Fuße des bewußten Baumes.",Zaterdagmiddag waren de knapen weder bij den dooden boom. Eerst zaten zij in de schaduw een poosje te rooken en te babbelen en gingen toen het gemaakte gat weder opgraven.
3097,"Sie rauchten ein bißchen und hielten ein Schwätzchen im Schatten der Bäume, und stocherten dann ein wenig in ihrer Grube, nicht mit großen Hoffnungen, sondern mehr, weil Tom sagte, es wäre schon oft vorgekommen, daß Leute einen Schatz schon aufgegeben, nachdem sie ihm bis auf sechs Zoll nahe gekommen seien, und dann sei irgend ein anderer gekommen und habe ihn mit einem einzigen Spatenstich ausgehoben.","Zij deden dat, niet omdat zij groote verwachtingen hadden, maar alleen omdat Tom gezegd had, dat het dikwijls gebeurd was, dat menschen, toen zij den schat tot op een duim na bereikt hadden, het opgegeven hadden, en dat er toen anderen gekomen waren, die met één stoot van de spade hem te voorschijn hadden gehaald."
3098,"Diesmal war's indessen nichts, so nahmen die Jungen ihr Werkzeug auf die Schultern und marschierten ab, im Gefühl, daß sie beim Graben zwar kein Glück gehabt, aber alles getan hätten, was beim Schatzsuchen vonnöten sei.","Hun streven mislukte echter ditmaal en ze namen daarom hun gereedschap maar weder op en gingen heen, niet met de gedachte dat zij met de fortuin een loopje hadden genomen, maar in de overtuiging dat zij aan alle voorwaarden, aan het delven naar schatten verbonden, hadden voldaan."
3099,"Als sie das Beinhaus erreichten, lag etwas so Geheimnisvolles, Unheimliches in dem toten Schweigen, das hier unter der brütenden Sonne herrschte, und etwas so Niederdrückendes in der Verlassenheit und Trostlosigkeit des Ortes, daß sie für einen Augenblick nicht den Mut hatten, einzutreten.","Toen zij het spookhuis naderden, was er iets zoo akeligs en huiveringwekkends in de doodelijke stilte onder de brandende zon en iets zoo neerdrukkends in de eenzame, verlatene plaats, dat zij een oogenblik bang waren om binnen te gaan."
3100,Dann schlichen sie zur Tür und spähten vorsichtig hinein.,Zij kropen naar de deur en keken bevend door een reetje.
3101,"Sie erblickten einen von Unkraut überwucherten, ungepflasterten Raum, einen alten Feuerherd, leere Fensterhöhlen, eine halb zerfallene Treppe, und hier und da und dort hingen zerrissene, verlassene Spinnengewebe.","Zij zagen een met onkruid begroeide, van vloer beroofde kamer, zonder behangsel, met een ouderwetsche haardstede, vensters zonder gordijnen en een bouwvallige trap, en overal flarden van spinnewebben."
3102,"Sie traten sogleich vorsichtig ein, mit klopfenden Pulsen, sich im Flüsterton besprechend, die Ohren für das geringste Geräusch gespitzt, die Muskeln angespannt, um unverzüglich davonlaufen zu können.","Toen traden zij met versnelden polsslag, fluisterende stem, gretige ooren en gezwollen spieren binnen, gereed om desnoods onmiddellijk weder den aftocht te blazen."
3103,"Aber in kurzem wurden sie heimisch, verloren ihre Furcht und unterzogen die Szenerie einer kritischen, aufmerksamen Inspektion, dabei immer mehr ihre eigene Kühnheit bewundernd.","Een oogenblikje later, toen hun blik aan de huiveringwekkende omgeving was gewend, verminderde hun angst en namen zij de plaats nauwkeuriger op, vol verbazing en verwondering over hun eigen stoutmoedigheid."
3104,"Es hieß, sich den Rückzug abschneiden, aber sie ermutigten sich gegenseitig, und so konnte es nicht fehlen -- sie warfen ihre Geräte in eine Ecke und kletterten hinauf.","Daarop wilden zij boven een kijkje nemen. 't Had iets van zich den terugweg af te snijden, maar zij zagen elkander met moedige blikken aan en kwamen tot een kloek besluit om hun gereedschap in een hoek te werpen en de trap te beklimmen."
3105,Oben zeigten sich dieselben Spuren des Verfalls.,Boven vertoonden zich dezelfde teekenen van verval.
3106,"In einem Winkel fanden sie einen vielversprechenden Wandschrank, aber die Hoffnung war trügerisch -- es war nichts drin.","In een donkeren hoek vonden zij een kabinetje, dat iets geheimzinnigs beloofde; doch die belofte bleek ijdel te zijn, want het was ledig."
3107,Jetzt waren sie wieder ganz im Besitz ihres Mutes und ihrer Unternehmungslust.,Zij hadden thans moed verzameld en waren gereed hunne onderneming door te zetten.
3108,"Gerade wollten sie wieder hinunter und ihr Werk beginnen, da --","Juist toen zij naar beneden wilden stappen om aan het werk te gaan, zeide Tom: ""Stil!"""
3109,",,Was gibt's?""","""Stil!"
