id,translation
4678,"{'de': 'In seinen Augen konnten die Interessen seines Landes nicht mit denen der Angel-Sachsen zusammenstimmen, und um denselben eigenthümlich selbständige Entwickelung zu geben, beschloß er, auf einem der Länder Oceaniens eine große schottische Colonie zu gründen.', 'nl': 'De belangen van zijn land konden in zijn oog niet die der Angelsaksers zijn, en om ze zelfstandig te doen ontwikkelen besloot hij in Australië een groote schotsche kolonie te stichten.'}"
4679,"{'de': 'Dachte er für die Zukunft dabei an die Unabhängigkeit, wovon die Vereinigten Staaten Amerikas das erste Beispiel gegeben hatten, und welche Indien und Australien einst unfehlbar erringen werden?', 'nl': 'Droomde hij van een toekomstige onafhankelijkheid, waarvan de Vereenigde Staten het voorbeeld hadden gegeven, een onafhankelijkheid, die Indië en de andere koloniën in Australië niet missen kunnen ook eenmaal te verwerven?'}"
4680,"{'de': 'Vielleicht.', 'nl': 'Misschien.'}"
4681,"{'de': 'Vielleicht auch ließ er seine stillen Hoffnungen merken.', 'nl': 'Welligt liet hij ook die stille hoop doorschemeren.'}"
4682,"{'de': 'Begreiflich, daß die Regierung nicht darauf einging, zu seinem Colonisationsproject die Hand zu bieten; sie bereitete sogar dem Kapitän Grant Schwierigkeiten, welche in jedem andern Lande ihren Mann vernichtet hätten.', 'nl': 'Het is dus ligt te begrijpen, dat het gouvernement weigerde de hand te leenen aan zijn kolonisatie-plan; het legde kapitein Grant zelfs moeijelijkheden in den weg, die in ieder ander land den ontwerper van verdriet zouden hebben doen omkomen.'}"
4683,"{'de': 'Aber Harry verlor den Muth nicht; er wendete sich an den Patriotismus seiner Landsleute, setzte sein Vermögen daran, ein Schiff zu bauen, und dann, als sich eine auserlesene Mannschaft mit ihm zusammenfand, vertraute er seine Kinder der Pflege seiner alten Cousine und segelte ab, um die großen Inseln der Südsee für seinen Zweck zu durchforschen.', 'nl': 'Maar Harry liet zich niet ontmoedigen; hij deed een beroep op de vaderlandsliefde zijner landgenoten, waagde zijn vermogen aan de uitvoering van zijn plan, bouwde een schip, en door een uitgelezene bemanning ondersteund, vertrok hij, na zijn kinderen aan de zorgen zijner oude nicht te hebben toevertrouwd, om de groote eilanden der Stille Zuidzee te onderzoeken.'}"
4684,"{'de': 'Dies geschah im Jahre 1861.', 'nl': 'Dat geschiedde in 1861.'}"
4685,"{'de': 'Ein Jahr lang, bis zum Mai 1862, erhielt man Nachrichten von ihm; aber seit seiner Abfahrt von Callao, im Juni desselben Jahres, hörte man kein Wort mehr von der Britannia, und die Seezeitung verstummte über das Schicksal des Kapitäns.', 'nl': 'Een jaar lang, tot in Mei 1862, kreeg men berigten van hem; maar sedert zijn vertrek van Callao, in de maand Junij, hoorde niemand meer spreken van de _Britannia_, en de zeetijdingen zwegen over het lot van den kapitein.'}"
4686,"{'de': ""So war die Lage der Dinge, als die alte Cousine Harry Grant's starb, und nun fanden sich die beiden Kinder allein auf der Welt."", 'nl': 'In die omstandigheden stierf de oude nicht van Harry Grant en de beide kinderen bleven alleen op deze wereld.'}"
4687,"{'de': 'Mary Grant war damals vierzehn Jahre alt; ihre starke Seele erschrak nicht vor dem schweren Loose, das ihr zugefallen war, und sie widmete sich ganz ihrem Bruder, der noch Kind war.', 'nl': 'Mary Grant was toen veertien jaar; haar moedige ziel deinsde niet terug voor het lot, dat haar te beurt viel, en zij wijdde zich geheel aan haar nog jeugdigen broeder.'}"
4688,"{'de': 'Ihr lag es nun ob, ihn zu erziehen, zu unterrichten.', 'nl': 'Hij had opvoeding en onderwijs noodig.'}"
4689,"{'de': 'Mit Sparsamkeit, Klugheit und Anstrengung ihrer Geisteskraft, mit Arbeit bei Tag und Nacht widmete sie sich ihm ganz, versagte sich Alles: so ward die Schwester fähig, ihren Bruder zu erziehen, und sie erfüllte muthig diese mütterliche Pflicht.', 'nl': 'Door zuinigheid, voorzigtigheid en schranderheid, door dag en nacht te arbeiden, door hem alles te geven en zich zelve alles te onthouden, voorzag de zuster in haars broeders opvoeding en vervulde zij moedig haar moederlijke pligten.'}"
4690,"{'de': 'Die beiden Kinder lebten also zu Dundee in dieser rührenden Lage einer Armuth, welche sie mit Edelmuth ertrugen, gegen die sie tapfer kämpften.', 'nl': 'Zoo leefden de beide kinderen te Dundee in dien treffenden toestand eener met waardigheid aangenomen, maar dapper bestreden armoede.'}"
4691,"{'de': 'Mary hatte keinen andern Gedanken, als an ihren Bruder, sann nur darauf, ihm eine glückliche Zukunft zu bereiten.', 'nl': 'Mary dacht alleen aan haar broeder, en droomde voor hem van de eene of andere gelukkige toekomst.'}"
4692,"{'de': 'Sie hielt die Britannia für hoffnungslos verloren, ihren Vater für zweifellos todt.', 'nl': 'Voor haar was de _Britannia_ helaas voor altijd weg, en haar vader dood, ja dood.'}"
4693,"{'de': 'Man denke also, mit welcher Gemüthsbewegung sie die Anzeige in der »Times« las, welche zufällig ihr vor Augen kam und sie plötzlich aus ihrer Hoffnungslosigkeit herausriß.', 'nl': 'Wij wagen het daarom niet haar aandoening te schilderen, toen het berigt in de _Times_, dat haar toevallig in het oog viel, haar plotseling uit haar wanhoop opwekte.'}"
4694,"{'de': 'Jetzt galt es, nicht zu zögern; ihr Entschluß war rasch gefaßt.', 'nl': 'Zij aarzelde niet; haar besluit was onmiddellijk genomen.'}"
4695,"{'de': 'Sollte sie auch erfahren müssen, daß man den Leichnam des Kapitän Grant an einer öden Küste, auf dem Rumpfe eines gescheiterten Schiffes, aufgefunden habe, besser doch, als dieser unablässige Zweifel, diese ewige Qual eines unbekannten Schicksals.', 'nl': 'Al moest zij ook vernemen, dat het lijk van kapitein Grant op een woeste kust of op een ontredderd schip terug gevonden was, dan was dat toch nog beter dan die onophoudelijke twijfel, die eeuwige kwelling der onzekerheid.'}"
4696,"{'de': 'Sie theilte es ihrem Bruder mit, und noch denselben Tag fuhren die beiden Kinder mit der Eisenbahn ab, und kamen Abends zu Malcolm-Castle an, wo Mary nach so vielem Kummer wieder Hoffnung faßte.', 'nl': 'Zij zeide alles aan haar broeder; dienzelfden dag gingen de beide kinderen op den trein van Perth, en des avonds kwamen zij te Malcolm-Castle aan, waar voor Mary, na zooveel angst, eindelijk weer een straal van hoop opging.'}"
4697,"{'de': 'Diese Jammergeschichte erzählte Mary Grant der Lady Glenarvan in höchst einfacher Weise, ohne daran zu denken, daß sie sich bei alle diesem in der langen Prüfungszeit als ein heroisches Mädchen benommen hatte; aber Lady Helena dachte so an ihrer Statt, und schloß wiederholt, ohne ihre Thränen zurückzuhalten, die beiden Kinder des Kapitän Grant liebevoll in ihre Arme.', 'nl': 'Mary Grant vertelde die droevige geschiedenis aan lady Glenarvan op een eenvoudige wijze, en zonder te bedenken, dat zij in die lange jaren van beproeving als een heldhaftig meisje zich had gedragen; maar lady Helena dacht er in hare plaats aan, en bij herhaling drukte zij de beide kinderen van kapitein Grant weenend in hare armen.'}"
4698,"{'de': 'Robert schien diese Geschichte zum ersten Male zu hören; er machte große Augen bei der Erzählung seiner Schwester; er begriff Alles, was sie gethan, gelitten hatte, endlich rief er aus, sie umarmend:', 'nl': 'Het scheen, alsof Robert die geschiedenis voor de eerste maal vernam; hij zette groote oogen op, toen hij zijn zuster zoo hoorde spreken; hij begreep alles, wat zij gedaan, alles wat zij geleden had, en haar omhelzende, riep hij eindelijk uit:'}"
4699,"{'de': 'Mama! Liebe Mama!« Er konnte den Ausruf, der aus des Herzens Tiefe drang, nicht mehr zurückhalten.', 'nl': '""Ach! moeder! lieve moeder!"" zonder dat hij dien kreet, die uit den grond van zijn hart kwam, kon bedwingen.'}"
4700,"{'de': 'Während dieser Unterredung war es völlig Nacht geworden.', 'nl': 'Gedurende dit gesprek was het geheel en al donker geworden.'}"
4701,"{'de': 'Lady Helena wollte, in Rücksicht auf die Ermüdung der beiden Kinder, diese Unterhaltung nicht länger fortsetzen.', 'nl': 'Lady Helena, die wel kon begrijpen, dat de beide kinderen vermoeid zonden zijn, wilde het onderhoud niet langer voortzetten.'}"
4702,"{'de': 'Mary und Robert Grant wurden in ihre Zimmer geführt und schliefen ein in Träumen an eine bessere Zukunft.', 'nl': 'Mary Grant en Robert werden naar hun kamers gebragt en sliepen in, droomende van een betere toekomst.'}"
4703,"{'de': 'Als sie weggegangen waren, ließ Lady Helena den Major rufen und erzählte ihm Alles, was sich diesen Abend begeben hatte.', 'nl': 'Na hun vertrek liet lady Helena den majoor roepen en deelde hem al het gebeurde van dien avond mede.'}"
4704,"{'de': '»Ein braves Mädchen, diese Mary Grant, sagte Mac Nabbs, als er die Erzählung seiner Cousine hörte.', 'nl': '""Een braaf meisje, die Mary Grant,"" zeide Mac Nabbs, toen hij het verhaal zijner nicht had aangehoord.'}"
4705,"{'de': '– Wollte der Himmel, daß meinem Mann sein Vorhaben glückt! Denn die Lage dieser beiden Kinder würde erschrecklich sein.', 'nl': '""De Hemel geve, dat mijn man in zijn onderneming slage!"" antwoordde lady Helena, ""anders zou de toestand dezer beide kinderen allerverschrikkelijkst worden.""'}"
4706,"{'de': '– Er wird zum Ziel kommen, erwiderte Mac Nabbs, oder die Lords der Admiralität hätten Herzen, härter als das Gestein zu Portland.«', 'nl': '""Hij zal slagen,"" hervatte Mac Nabbs, ""of de lords der Admiraliteit zouden een hart moeten hebben harder dan portlandsche steen.""'}"
4707,"{'de': 'Trotz dieser Versicherung des Majors verbrachte Lady Helena diese Nacht in lebhaftester Besorgniß, ohne einen Augenblick zu schlafen.', 'nl': 'In weerwil van deze verzekering van den majoor bragt lady Helena den nacht in de hevigste onrust door en kon geen oogenblik slapen.'}"
4708,"{'de': 'Am folgenden Morgen standen Mary und ihr Bruder mit Tagesanbruch auf und wandelten in dem großen Schloßhof, als man Wagengeräusch vernahm.', 'nl': 'Den volgenden morgen wandelden Mary Grant en haar broeder, die met het krieken van den dag opgestaan waren, op het plein vóór het kasteel, toen het geraas van een naderend rijtuig zich liet hooren.'}"
4709,"{'de': 'Lord Glenarvan kehrte in raschester Fahrt nach Malcolm-Castle zurück.', 'nl': 'Het was lord Glenarvan, die zoo snel als zijn paarden maar loopen konden, op Malcolm-Castle terugkwam.'}"
4710,"{'de': 'Augenblicklich erschien Lady Helena in Begleitung des Majors im Hof und eilte ihrem Gemahl entgegen.', 'nl': 'Bijna op hetzelfde oogenblik verscheen lady Helena, door den majoor vergezeld, op het plein, en snelde haar man te gemoet.'}"
4711,"{'de': 'Dieser schien traurig, enttäuscht, entrüstet.', 'nl': 'Deze scheen treurig, teleurgesteld, verstoord.'}"
4712,"{'de': 'Er schloß seine Gemahlin schweigend in die Arme.', 'nl': 'Hij drukte zijn vrouw aan zijn borst en zweeg.'}"
4713,"{'de': '»Nun, Edward, Edward? rief Lady Helena.', 'nl': '""Welnu, Edward! Edward!"" riep lady Helena.'}"
4714,"{'de': '– Ja nun, liebe Helena, erwiderte Lord Glenarvan, die Leute haben kein Herz!', 'nl': '""Welnu, lieve Helena!"" antwoordde lord Glenarvan, ""die menschen hebben geen hart!""'}"
4715,"{'de': '– Sie haben abgeschlagen? ...', 'nl': '""Hebben zij dan geweigerd?...""'}"
4716,"{'de': ""»Mein Vater! Mein armer Vater!« rief Miß Grant. (S. 34.) – Ja! Sie haben mir ein Schiff verweigert! Sie sprachen von den Millionen, die vergeblich für die Aufsuchung Franklin's aufgewendet worden! Sie haben das Document für unklar, unlesbar erklärt! Sie sagten, es seien bereits zwei Jahre, daß diese Unglücklichen zu Grunde gegangen, und wenig Wahrscheinlichkeit vorhanden, sie wieder aufzufinden! Sie haben behauptet, seien sie von den Indianern gefangen worden, so habe man sie in's Innere geschleppt, und man könne nicht ganz Patagonien durchsuchen, um drei Menschen, – drei Schotten! – wieder zu bekommen. – Solch ein Aufsuchen würde vergeblich, und mit Gefahren verknüpft sein, es würde mehr Opfer kosten, als gerettet werden würden! Kurz, sie brachten alle möglichen seichten Gründe vor, um eben nur zu verweigern. Sie erinnerten sich an des Kapitäns Projecte, darum ist der arme Grant auf immer verloren!«"", 'nl': '""Ja! zij hebben mij een schip geweigerd! zij hebben gesproken van de millioenen, die met het opsporen van Franklin verspild zijn! zij hebben gezegd, dat die ongelukkigen reeds sedert meer dan twee jaren aan zich zelven overgelaten zijn en dat er dus weinig kans was om hen terug te vinden! Zij hebben beweerd, dat zij, bij de Indianen gevangen zijnde, stellig naar het binnenland gesleept zijn; dat men geheel Patagonië niet kon doorzoeken om drie mannen--drie Schotten!--terug te vinden! dat die nasporingen vergeefsch en gevaarlijk zijn, en meer slagtoffers kosten dan redden zouden! kortom, zij hebben al de schijngronden opgegeven van lieden, die iets weigeren willen. Zij herinnerden zich de plannen van den kapitein, en de arme Grant is reddeloos verloren!""'}"
4717,"{'de': '»Mein Vater! Mein armer Vater! rief Mary Grant, und stürzte dem Lord Glenarvan zu Füßen.', 'nl': '""Mijn vader! mijn arme vader!"" riep Mary Grant, voor lord Glenarvan op de knieën vallende.'}"
4718,"{'de': '– Ihr Vater! Wie Miß ... sprach dieser überrascht, als er das Mädchen zu seinen Füßen sah.', 'nl': '""Uw vader! hoe, miss!..."" zeide hij, zeer verwonderd zijnde dit meisje voor zich te zien knielen.'}"
4719,"{'de': '– Ja, Edward, Miß Mary und ihr Bruder, erwiderte Lady Helena, die beiden Kinder des Kapitän Grant, welche die Admiralität zu Waisen machen will!', 'nl': '""Ja, Edward! miss Mary en haar broeder,"" antwoordde nu lady Helena, ""de beide kinderen van kapitein Grant, die de Admiraliteit veroordeeld heeft om weezen te blijven!""'}"
4720,"{'de': '– Ach! Miß, fuhr Lord Glenarvan fort, indem er das Mädchen aufhob, hätte ich gewußt, daß Sie zugegen ...«', 'nl': '""Ach! miss! als ik geweten had, dat gij hier waart!..."" hernam lord Glenarvan, terwijl hij het meisje hielp opstaan.'}"
4721,"{'de': 'Er sprach kein Wort weiter!', 'nl': 'Verder zeide hij niets meer!'}"
4722,"{'de': 'Peinliches Schweigen, mit Schluchzen vermischt, herrschte im Hofe. Niemand ließ ein Wort vernehmen, weder Lord Glenarvan, noch Lady Helena, noch der Major, noch die Diener des Schlosses, welche schweigend um ihre Herrschaft standen.', 'nl': 'Een pijnlijke stilte, door snikken afgebroken, heerschte op het plein; niemand sprak een woord, noch lord Glenarvan, noch lady Helena, noch de majoor, noch de bedienden van het kasteel, die zwijgende om hun meesters geschaard stonden.'}"
4723,"{'de': 'Aber durch ihre Haltung protestirten alle diese Schotten gegen das Benehmen der englischen Regierung.', 'nl': 'Maar door hun houding protesteerden al die Schotten tegen het gedrag van het engelsche gouvernement.'}"
4724,"{'de': 'Nach einer Weile ergriff der Major das Wort und sprach zu Lord Glenarvan:', 'nl': 'Na eenige oogenblikken vatte de majoor het woord op en sprak, zich tot lord Glenarvan wendende:'}"
4725,"{'de': '»Also, Sie haben keine Hoffnung? – Keine.', 'nl': '""Alzoo hebt gij geen hoop meer?"" ""Niet de geringste.""'}"
4726,"{'de': '– Nun, rief der junge Robert aus, ich will denn hin zu den Leuten, und ... wir werden sehen ...« Robert sprach seine Drohung nicht aus, weil seine Schwester ihn hemmte; aber seine geballte Faust gab wenig friedliche Absichten zu erkennen.', 'nl': '""Welnu!"" riep de jonge Robert, ""ik zal die lieden gaan opzoeken en ... dan zullen wij zien...."" Robert voltooide zijn bedreiging niet, want zijn zuster hield hem tegen; maar zijn gebalde vuist gaf geen zeer vredelievende plannen te kennen.'}"
4727,"{'de': '»Nein, Robert, sagte Mary Grant, nein! Danken wir diesen guten Menschen dafür, was sie für uns gethan haben; bleiben wir ihnen ewig dankbar, und gehen miteinander.', 'nl': '""Neen, Robert!"" zeide Mary Grant, ""neen! wij willen liever die brave heeren bedanken voor hetgene zij voor ons gedaan hebben; wij zullen ons levenslang erkentelijk jegens hen betoonen, en nu willen wij beiden vertrekken.""'}"
4728,"{'de': '– Mary! rief Lady Helena.', 'nl': '""Mary!"" riep lady Helena.'}"
4729,"{'de': '– Miß, wo wollen Sie hin? sagte Lord Glenarvan.', 'nl': '""Miss! waar wilt gij heen gaan?"" zeide lord Glenarvan.'}"
4730,"{'de': '– Ich will mich der Königin zu Füßen werfen, erwiderte das Mädchen, und wir werden sehen, ob sie taub ist gegen das Flehen zweier Kinder um das Leben ihres Vaters.«', 'nl': '""Ik ga een voetval voor de koningin doen,"" antwoordde het meisje, ""en dan zullen wij zien of zij doof zal zijn voor de smeekingen van twee kinderen, die om het leven huns vaders vragen.""'}"
4731,"{'de': 'Lord Glenarvan schüttelte den Kopf, nicht weil er am Herzen der huldvollen Majestät zweifelte, sondern weil er überzeugt war, daß Mary Grant nicht bis zu ihr würde dringen können.', 'nl': 'Lord Glenarvan schudde het hoofd; niet omdat hij aan het hart Harer Genadige Majesteit twijfelde, maar hij wist, dat Mary Grant nooit tot haar zou kunnen doordringen.'}"
4732,"{'de': 'Die Flehenden gelangen sehr selten bis zu den Stufen eines Thrones, und es scheint, man hat an die Thore der königlichen Paläste geschrieben, was man auf dem Rade der Steuerruder englischer Schiffe liest: »Die Passagiere werden gebeten mit dem Manne am Steuer nicht zu reden.«', 'nl': 'De smeekelingen komen maar al te zelden tot de trappen van den troon, en het schijnt, dat men op de deur der koninklijke paleizen geschreven heeft, wat de Engelschen op het stuurrad hunner schepen zetten: ""_Passengers are requested not to speak to the man at the wheel_.""'}"
4733,"{'de': ""Lady Helena hatte den Gedanken ihres Gemahls begriffen; sie wußte, daß das Mädchen einen vergeblichen Schritt thun würde; sie sah, in welch' verzweifelter Lage nun die beiden Kinder sich befinden würden."", 'nl': 'Lady Helena had de bedoeling van haar man gevat: zij wist, dat het meisje een nuttelooze poging zou doen; zij zag, hoe die beide kinderen voortaan een allerellendigst leven zouden leiden.'}"
4734,"{'de': 'Da entstand in ihr ein großer, edler Gedanke. »Mary Grant, rief sie aus, warte, mein Kind, und höre, was ich zu sagen habe.«', 'nl': 'Nu vatte zij een groote en verhevene gedachte op. ""Mary Grant!"" riep zij, ""wacht, mijn kind! en hoor, wat ik u zeggen wil.""'}"
4735,"{'de': 'Das Mädchen war im Begriff, mit seinem Bruder an der Hand fortzugehen. Es blieb stehen.', 'nl': 'Het meisje, dat haar broeder bij de hand hield en zich gereed maakte om te vertrekken, bleef nu staan.'}"
4736,"{'de': ""Darauf trat Lady Helena, mit nassem Auge, aber fester Stimme und belebten Zügen, zu ihrem Gemahl: »Edward, sprach sie, als der Kapitän Grant jenes Schreiben verfaßte und in's Meer warf, vertraute er es der Obhut Gottes."", 'nl': 'Nu naderde lady Helena met betraande oogen, maar met een vaste stem en levendige trekken, haar man en zeide: ""Edward! Toen kapitein Grant dezen brief schreef en in zee wierp, vertrouwde hij hem aan de zorg van God zelven toe.'}"
4737,"{'de': 'Gott hat es in unsere Hände geführt! Gewiß hat uns Gott die Rettung dieser Unglücklichen aufgetragen.', 'nl': 'God heeft hem in onze handen doen komen! zonder twijfel heeft God ons de redding dier ongelukkigen willen opdragen.""'}"
4738,"{'de': '– Was meinst Du damit, Helena?« fragte Lord Glenarvan.', 'nl': '""Wat bedoelt gij daarmede, Helena?"" vroeg lord Glenarvan.'}"
4739,"{'de': 'Tiefes Schweigen herrschte in der ganzen Versammlung. »Ich meine damit, fuhr Lady Helena fort, daß man ein Glück darin finden soll, sein eheliches Leben mit einer guten That zu beginnen.', 'nl': 'Een diepe stilte heerschte in den geheelen kring. ""Ik bedoel,"" hernam lady Helena, ""dat men zich gelukkig moet achten, als men het huwelijksleven met een goede daad mag beginnen.'}"
4740,"{'de': 'Nun denn, lieber Edward, Du hattest mir zu Gefallen eine Vergnügungsfahrt beschlossen!', 'nl': 'Welnu! om mij genoegen te doen hebt gij, lieve man! het plan tot een pleizierreisje ontworpen!'}"
4741,"{'de': 'Welch Vergnügen aber kann echter, nützlicher sein, als Unglückliche zu retten, die von ihrem Lande im Stiche gelassen werden?', 'nl': 'Maar kan er een wezenlijker, nuttiger vermaak zijn dan ongelukkigen te redden, die door hun land verlaten worden?""'}"
4742,"{'de': '– Helena! rief Lord Glenarvan aus.', 'nl': '""Helena!"" riep lord Glenarvan.'}"
4743,"{'de': 'Du verstehst mich, Edward! Der Duncan ist ein tüchtiges Schiff!', 'nl': '""Ja, gij begrijpt mij, Edward!'}"
4744,"{'de': 'Er kann auch dem Südmeer trotzen! Er kann die ganze Erde umsegeln, und nöthigenfalls wird er es thun.', 'nl': 'De _Duncan_ is een goed en stevig schip! het kan de zuidelijke zeeën bevaren! het kan een reis om de wereld doen, en zal het doen, als het noodig is!'}"
4745,"{'de': 'So wollen wir hin, Edward!', 'nl': 'Laten wij vertrekken, Edward!'}"
4746,"{'de': 'Den Kapitän Grant aufsuchen!«', 'nl': 'Laten wij kapitein Grant gaan opzoeken!""'}"
4747,"{'de': 'Bei diesen muthigen Worten umschloß Lord Glenarvan seine junge Frau mit den Armen, lächelte und drückte sie an sein Herz, während Mary und Robert ihre Hände küßten.', 'nl': 'Die moedige taal hoorende had lord Glenarvan de armen naar zijn jeugdige gade uitgebreid; zij glimlachte, hij drukte haar aan zijn hart, terwijl Mary en Robert hare handen kusten.'}"
4748,"{'de': 'Und während dieser rührenden Scene ließen die Diener des Schlosses, in begeisterter Bewegung, aus ihrem Herzen den Ruf der Dankbarkeit vernehmen: »Hurrah der Dame von Luß! Hurrah!', 'nl': 'En gedurende dit aandoenlijk tooneel klonk uit den mond der bewogen en opgetogen bedienden van het kasteel deze kreet van ongeveinsde dankbaarheid: ""Hoera voor de edelvrouwe van Luss! hoera! driewerf hoera voor lord en lady Glenarvan!""'}"
4749,"{'de': 'Fünftes Capitel. Abfahrt des Duncan.', 'nl': 'V. Het vertrek van de Duncan.'}"
4750,"{'de': 'Lady Helena hatte, wie wir sahen, eine starke und edle Seele.', 'nl': 'Lady Helena bezat, zooals wij reeds gezegd hebben, een sterke en edelmoedige ziel.'}"
4751,"{'de': 'Was sie soeben gethan, lieferte den unbestreitbaren Beweis.', 'nl': 'Wat zij daar deed, was er een onwederlegbaar bewijs van.'}"
4752,"{'de': 'Lord Glenarvan hatte wohl Grund, auf diese edle Frau, die ihn zu begreifen, sich ihm anzuschließen fähig war, stolz zu sein.', 'nl': 'Lord Glenarvan was te regt trotsch op die edele vrouw, die in staat was om hem te begrijpen en te volgen.'}"
4753,"{'de': 'Die Idee, dem Kapitän Grant selbst zu Hilfe zu kommen, hatte sich seiner bereits bemeistert, als man ihm zu London sein Gesuch abschlug; nur der Gedanke, sich von Lady Helena trennen zu müssen, hatte ihn abgehalten, ihn derselben mitzutheilen.', 'nl': 'De gedachte om kapitein Grant te hulp te snellen was reeds bij hem opgekomen, toen te Londen zijn aanvraag van de hand gewezen werd; dat hij lady Helena niet voorgekomen was, kwam daar vandaan, dat hij zich niet kon gewennen aan de gedachte om van haar te scheiden.'}"
4754,"{'de': 'Da sie nun aber begehrte, selbst die Reise mit zu machen, so hatte er sich auch keinen Augenblick zu bedenken. Die Diener des Schlosses hatten ihren Vorschlag mit Beifall begrüßt; es handelte sich um die Rettung ihrer Brüder, die Schotten waren wie sie, und Lord Glenarvan stimmte herzlich in das Hurrah ein, welches sie der Dame von Luß zuriefen.', 'nl': 'Maar nu lady Helena zelve vroeg om te vertrekken, hield alle aarzeling op; de bedienden van het kasteel hadden dat voorstel met hun gejuich begroet; het kwam er op aan om broeders, Schotten evenals zij, te redden, en lord Glenarvan stemde van harte in met het hoera, dat ter eere der vrouwe van Luss werd aangeheven.'}"
4755,"{'de': 'Als die Fahrt beschlossen war, wurde auch keine Stunde versäumt.', 'nl': 'Nu eenmaal tot het vertrek besloten was, was er geen uur meer te verliezen.'}"
4756,"{'de': 'Noch an demselben Tage ließ Lord Glenarvan an John Mangles den Befehl ergehen, den Duncan nach Glasgow zu bringen, und Vorbereitungen zu einer Reise in die Südsee zu treffen, woraus leicht eine Weltumsegelung werden konnte.', 'nl': 'Dienzelfden dag zond lord Glenarvan aan John Mangles bevel om met de _Duncan_ naar Glasgow te gaan en alles in gereedheid te brengen voor een reis door de zuidelijke zeeën, die wel een reis om de aarde worden kon.'}"
4757,"{'de': 'Uebrigens hatte Lady Helena, als sie den Vorschlag machte, dem Duncan nicht zuviel zugetraut; es war ein äußerst solid gebauter Schnelldampfer, der eine weite Reise ohne Gefahr aushalten konnte.', 'nl': 'Bij het doen van haar voorstel had lady Helena niet te veel gezegd van de hoedanigheden der _Duncan_; zeer sterk gebouwd en zeer snelvarend kon zij gerust een langen zeetogt ondernemen.'}"
4758,"{'de': 'Es war ein Prachtstück von Dampf-Yacht, von zweihundertundzehn Tonnen, während die ersten Schiffe der Entdecker der neuen Welt, Columbus, Vespuelo, Pinzon, Magelhaens, weit geringeren Gehalt hatten.1', 'nl': 'Het was een stoomjagt van het schoonste model; het mat twee honderd en tien ton, en de eerste schepen, die in de Nieuwe Wereld aankwamen, die van Columbus, Vespucius, Pinson en Magellaan waren veel kleiner.'}"
4759,"{'de': 'Der Duncan hatte zwei Maste: einen Fockmast mit Segel, Goelette-Focksegel, kleinem Marssegel und kleinem Bramsegel; einen großen Mast mit Brigantine und Spitze; ferner einem Vorstagsegel, einem großen und kleinen Klüver und Stagsegeln.', 'nl': 'De _Duncan_ had twee masten, een fokkemast met fok, schoonerfok, voormarszeil en klein bramzeil; een grooten mast met groote bezaan en vlieger; daarenboven een stormfok, een buitenkluiver, een voorstagzeil en stagzeilen.'}"
4760,"{'de': 'Sein Segelwerk war tüchtig, und er konnte den Wind wie ein einfacher Klipper benutzen; aber vor Allem, er konnte sich auf die Kraft der Maschine in seinem Schooße verlassen.', 'nl': 'Zij voerde genoeg zeil, en kon als een gewone clipper van den wind gebruik maken; maar boven alles rekende zij op de mechanische kracht in haar binnenste.'}"
4761,"{'de': 'Dieselbe hatte hundertundsechzig Pferdekraft und war nach einem neuen System gebaut, mit Vorrichtungen zum Ueberhitzen, wodurch der Dampf eine größere Spannkraft bekam; es war eine Hochdruckmaschine mit doppelter Schraube.', 'nl': 'Haar machine van honderd zestig paardenkrachten en naar een nieuw stelsel vervaardigd, bezat verhittingstoestellen, die meer spankracht aan den stoom gaven; zij was van hooge drukking en bragt een dubbele schroef in beweging.'}"
4762,"{'de': 'Der Duncan konnte mit voller Dampfkraft jede bisher erzielte Schnelligkeit überbieten.', 'nl': 'Als de _Duncan_ onder vollen stoom was, overtrof haar snelheid alle tot nu toe bekende snelheden.'}"
4763,"{'de': 'In der That hatte er bei seiner Probefahrt im Golf des Clyde, nach Ausweis des Patent-Log2, bis zu siebenzehn Meilen3 in der Stunde zurückgelegt.', 'nl': 'Op haar proeftogtjes in de golf van de Clyde had zij volgens de patent-log zeventien mijlen in het uur afgelegd.'}"
4764,"{'de': 'Demnach war er tüchtig genug, ohne Weiteres abzufahren, die Reise um die Welt zu unternehmen.', 'nl': 'Haar inrigting veroorloofde haar dus om te vertrekken en een reis om de aarde te doen.'}"
4765,"{'de': 'John Mangles brauchte nur noch für die Beschaffung der Vorräthe zu sorgen.', 'nl': 'John Mangles behoefde dus alleen voor de inwendige inrigting te zorgen.'}"
4766,"{'de': ""Vor allen Dingen ließ er die Vorrathskammern größer machen, um so viel Kohlen als möglich einzunehmen, denn während der Fahrt ist's nicht leicht sein Brennmaterial zu erneuern."", 'nl': 'Zijn eerste werk was om de bergplaatsen te vergrooten, ten einde zooveel kolen mede te nemen als maar mogelijk was; want het is moeijelijk om onderweg nieuwen voorraad van brandstof in te nemen.'}"
